Time_epoch_ref,Power_AC_kW_ref,Power_PV_kW_ref,Power_ESS_kW_ref,Power_EV_kW_ref,Power_EWH_kW_ref,Power_Unctrl_kW_ref
1597622400.0,0.0,0.0,0.0,0.0,0.0,0.67071428571
1597622460.0,0.0,0.0,0.0,0.0,0.0,0.67071428571
1597622520.0,0.0,0.0,0.0,0.0,0.0,0.67071428571
1597622580.0,0.0,0.0,0.0,0.0,0.0,0.67071428571
1597622640.0,0.0,0.0,0.0,0.0,0.0,0.67071428571
1597622700.0,0.0,0.0,0.0,0.0,0.0,0.67071428571
1597622760.0,0.0,0.0,0.0,0.0,0.0,0.67071428571
1597622820.0,0.0,0.0,0.0,0.0,0.0,0.67071428571
1597622880.0,0.0,0.0,0.0,0.0,0.0,0.67071428571
1597622940.0,0.0,0.0,0.0,0.0,0.0,0.67071428571
1597623000.0,0.0,0.0,0.0,0.0,0.0,0.67071428571
1597623060.0,0.0,0.0,0.0,0.0,0.0,0.67071428571
1597623120.0,0.0,0.0,0.0,0.0,0.0,0.67071428571
1597623180.0,0.0,0.0,0.0,0.0,0.0,0.67071428571
1597623240.0,0.0,0.0,0.0,0.0,0.0,0.67071428571
1597623300.0,0.0,0.0,-0.63098095238,0.0,0.0,0.7236952381
1597623360.0,0.0,0.0,-0.63098095238,0.0,0.0,0.7236952381
1597623420.0,0.0,0.0,-0.63098095238,0.0,0.0,0.7236952381
1597623480.0,0.0,0.0,-0.63098095238,0.0,0.0,0.7236952381
1597623540.0,0.0,0.0,-0.63098095238,0.0,0.0,0.7236952381
1597623600.0,0.0,0.0,-0.63098095238,0.0,0.0,0.7236952381
1597623660.0,0.0,0.0,-0.63098095238,0.0,0.0,0.7236952381
1597623720.0,0.0,0.0,-0.63098095238,0.0,0.0,0.7236952381
1597623780.0,0.0,0.0,-0.63098095238,0.0,0.0,0.7236952381
1597623840.0,0.0,0.0,-0.63098095238,0.0,0.0,0.7236952381
1597623900.0,0.0,0.0,-0.63098095238,0.0,0.0,0.7236952381
1597623960.0,0.0,0.0,-0.63098095238,0.0,0.0,0.7236952381
1597624020.0,0.0,0.0,-0.63098095238,0.0,0.0,0.7236952381
1597624080.0,0.0,0.0,-0.63098095238,0.0,0.0,0.7236952381
1597624140.0,0.0,0.0,-0.63098095238,0.0,0.0,0.7236952381
1597624200.0,0.0,0.0,-0.63098095238,0.0,0.0,0.74341904762
1597624260.0,0.0,0.0,-0.63098095238,0.0,0.0,0.74341904762
1597624320.0,0.0,0.0,-0.63098095238,0.0,0.0,0.74341904762
1597624380.0,0.0,0.0,-0.63098095238,0.0,0.0,0.74341904762
1597624440.0,0.0,0.0,-0.63098095238,0.0,0.0,0.74341904762
1597624500.0,0.0,0.0,-0.63098095238,0.0,0.0,0.74341904762
1597624560.0,0.0,0.0,-0.63098095238,0.0,0.0,0.74341904762
1597624620.0,0.0,0.0,-0.63098095238,0.0,0.0,0.74341904762
1597624680.0,0.0,0.0,-0.63098095238,0.0,0.0,0.74341904762
1597624740.0,0.0,0.0,-0.63098095238,0.0,0.0,0.74341904762
1597624800.0,0.0,0.0,-0.63098095238,0.0,0.0,0.74341904762
1597624860.0,0.0,0.0,-0.63098095238,0.0,0.0,0.74341904762
1597624920.0,0.0,0.0,-0.63098095238,0.0,0.0,0.74341904762
1597624980.0,0.0,0.0,-0.63098095238,0.0,0.0,0.74341904762
1597625040.0,0.0,0.0,-0.63098095238,0.0,0.0,0.74341904762
1597625100.0,0.0,0.0,-0.63098095238,0.0,0.0,0.67354285714
1597625160.0,0.0,0.0,-0.63098095238,0.0,0.0,0.67354285714
1597625220.0,0.0,0.0,-0.63098095238,0.0,0.0,0.67354285714
1597625280.0,0.0,0.0,-0.63098095238,0.0,0.0,0.67354285714
1597625340.0,0.0,0.0,-0.63098095238,0.0,0.0,0.67354285714
1597625400.0,0.0,0.0,-0.63098095238,0.0,0.0,0.67354285714
1597625460.0,0.0,0.0,-0.63098095238,0.0,0.0,0.67354285714
1597625520.0,0.0,0.0,-0.63098095238,0.0,0.0,0.67354285714
1597625580.0,0.0,0.0,-0.63098095238,0.0,0.0,0.67354285714
1597625640.0,0.0,0.0,-0.63098095238,0.0,0.0,0.67354285714
1597625700.0,0.0,0.0,-0.63098095238,0.0,0.0,0.67354285714
1597625760.0,0.0,0.0,-0.63098095238,0.0,0.0,0.67354285714
1597625820.0,0.0,0.0,-0.63098095238,0.0,0.0,0.67354285714
1597625880.0,0.0,0.0,-0.63098095238,0.0,0.0,0.67354285714
1597625940.0,0.0,0.0,-0.63098095238,0.0,0.0,0.67354285714
1597626000.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63681904762
1597626060.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63681904762
1597626120.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63681904762
1597626180.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63681904762
1597626240.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63681904762
1597626300.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63681904762
1597626360.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63681904762
1597626420.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63681904762
1597626480.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63681904762
1597626540.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63681904762
1597626600.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63681904762
1597626660.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63681904762
1597626720.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63681904762
1597626780.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63681904762
1597626840.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63681904762
1597626900.0,0.0,0.0,-0.63098095238,0.0,0.0,0.71114285714
1597626960.0,0.0,0.0,-0.63098095238,0.0,0.0,0.71114285714
1597627020.0,0.0,0.0,-0.63098095238,0.0,0.0,0.71114285714
1597627080.0,0.0,0.0,-0.63098095238,0.0,0.0,0.71114285714
1597627140.0,0.0,0.0,-0.63098095238,0.0,0.0,0.71114285714
1597627200.0,0.0,0.0,-0.63098095238,0.0,0.0,0.71114285714
1597627260.0,0.0,0.0,-0.63098095238,0.0,0.0,0.71114285714
1597627320.0,0.0,0.0,-0.63098095238,0.0,0.0,0.71114285714
1597627380.0,0.0,0.0,-0.63098095238,0.0,0.0,0.71114285714
1597627440.0,0.0,0.0,-0.63098095238,0.0,0.0,0.71114285714
1597627500.0,0.0,0.0,-0.63098095238,0.0,0.0,0.71114285714
1597627560.0,0.0,0.0,-0.63098095238,0.0,0.0,0.71114285714
1597627620.0,0.0,0.0,-0.63098095238,0.0,0.0,0.71114285714
1597627680.0,0.0,0.0,-0.63098095238,0.0,0.0,0.71114285714
1597627740.0,0.0,0.0,-0.63098095238,0.0,0.0,0.71114285714
1597627800.0,0.0,0.0,-0.63098095238,0.0,0.0,0.66080952381
1597627860.0,0.0,0.0,-0.63098095238,0.0,0.0,0.66080952381
1597627920.0,0.0,0.0,-0.63098095238,0.0,0.0,0.66080952381
1597627980.0,0.0,0.0,-0.63098095238,0.0,0.0,0.66080952381
1597628040.0,0.0,0.0,-0.63098095238,0.0,0.0,0.66080952381
1597628100.0,0.0,0.0,-0.63098095238,0.0,0.0,0.66080952381
1597628160.0,0.0,0.0,-0.63098095238,0.0,0.0,0.66080952381
1597628220.0,0.0,0.0,-0.63098095238,0.0,0.0,0.66080952381
1597628280.0,0.0,0.0,-0.63098095238,0.0,0.0,0.66080952381
1597628340.0,0.0,0.0,-0.63098095238,0.0,0.0,0.66080952381
1597628400.0,0.0,0.0,-0.63098095238,0.0,0.0,0.66080952381
1597628460.0,0.0,0.0,-0.63098095238,0.0,0.0,0.66080952381
1597628520.0,0.0,0.0,-0.63098095238,0.0,0.0,0.66080952381
1597628580.0,0.0,0.0,-0.63098095238,0.0,0.0,0.66080952381
1597628640.0,0.0,0.0,-0.63098095238,0.0,0.0,0.66080952381
1597628700.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63098095238
1597628760.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63098095238
1597628820.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63098095238
1597628880.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63098095238
1597628940.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63098095238
1597629000.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63098095238
1597629060.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63098095238
1597629120.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63098095238
1597629180.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63098095238
1597629240.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63098095238
1597629300.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63098095238
1597629360.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63098095238
1597629420.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63098095238
1597629480.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63098095238
1597629540.0,0.0,0.0,-0.63098095238,0.0,0.0,0.63098095238
1597629600.0,2.0,0.0,-0.86930681181,0.0,0.0,0.63968571429
1597629660.0,2.0,0.0,-0.86930681181,0.0,0.0,0.63968571429
1597629720.0,2.0,0.0,-0.86930681181,0.0,0.0,0.63968571429
1597629780.0,2.0,0.0,-0.86930681181,0.0,0.0,0.63968571429
1597629840.0,2.0,0.0,-0.86930681181,0.0,0.0,0.63968571429
1597629900.0,2.0,0.0,-0.86930681181,0.0,0.0,0.63968571429
1597629960.0,2.0,0.0,-0.86930681181,0.0,0.0,0.63968571429
1597630020.0,2.0,0.0,-0.86930681181,0.0,0.0,0.63968571429
1597630080.0,2.0,0.0,-0.86930681181,0.0,0.0,0.63968571429
1597630140.0,2.0,0.0,-0.86930681181,0.0,0.0,0.63968571429
1597630200.0,2.0,0.0,-0.86930681181,0.0,0.0,0.63968571429
1597630260.0,2.0,0.0,-0.86930681181,0.0,0.0,0.63968571429
1597630320.0,2.0,0.0,-0.86930681181,0.0,0.0,0.63968571429
1597630380.0,2.0,0.0,-0.86930681181,0.0,0.0,0.63968571429
1597630440.0,2.0,0.0,-0.86930681181,0.0,0.0,0.63968571429
1597630500.0,2.0,0.0,-0.86930681181,0.0,0.0,0.69304761905
1597630560.0,2.0,0.0,-0.86930681181,0.0,0.0,0.69304761905
1597630620.0,2.0,0.0,-0.86930681181,0.0,0.0,0.69304761905
1597630680.0,2.0,0.0,-0.86930681181,0.0,0.0,0.69304761905
1597630740.0,2.0,0.0,-0.86930681181,0.0,0.0,0.69304761905
1597630800.0,2.0,0.0,-0.86930681181,0.0,0.0,0.69304761905
1597630860.0,2.0,0.0,-0.86930681181,0.0,0.0,0.69304761905
1597630920.0,2.0,0.0,-0.86930681181,0.0,0.0,0.69304761905
1597630980.0,2.0,0.0,-0.86930681181,0.0,0.0,0.69304761905
1597631040.0,2.0,0.0,-0.86930681181,0.0,0.0,0.69304761905
1597631100.0,2.0,0.0,-0.86930681181,0.0,0.0,0.69304761905
1597631160.0,2.0,0.0,-0.86930681181,0.0,0.0,0.69304761905
1597631220.0,2.0,0.0,-0.86930681181,0.0,0.0,0.69304761905
1597631280.0,2.0,0.0,-0.86930681181,0.0,0.0,0.69304761905
1597631340.0,2.0,0.0,-0.86930681181,0.0,0.0,0.69304761905
1597631400.0,0.0,0.0,-0.56652744598,0.0,0.0,0.5741047619
1597631460.0,0.0,0.0,-0.56652744598,0.0,0.0,0.5741047619
1597631520.0,0.0,0.0,-0.56652744598,0.0,0.0,0.5741047619
1597631580.0,0.0,0.0,-0.56652744598,0.0,0.0,0.5741047619
1597631640.0,0.0,0.0,-0.56652744598,0.0,0.0,0.5741047619
1597631700.0,0.0,0.0,-0.56652744598,0.0,0.0,0.5741047619
1597631760.0,0.0,0.0,-0.56652744598,0.0,0.0,0.5741047619
1597631820.0,0.0,0.0,-0.56652744598,0.0,0.0,0.5741047619
1597631880.0,0.0,0.0,-0.56652744598,0.0,0.0,0.5741047619
1597631940.0,0.0,0.0,-0.56652744598,0.0,0.0,0.5741047619
1597632000.0,0.0,0.0,-0.56652744598,0.0,0.0,0.5741047619
1597632060.0,0.0,0.0,-0.56652744598,0.0,0.0,0.5741047619
1597632120.0,0.0,0.0,-0.56652744598,0.0,0.0,0.5741047619
1597632180.0,0.0,0.0,-0.56652744598,0.0,0.0,0.5741047619
1597632240.0,0.0,0.0,-0.56652744598,0.0,0.0,0.5741047619
1597632300.0,0.0,0.0,-0.5137260212,0.0,0.0,0.68503809524
1597632360.0,0.0,0.0,-0.5137260212,0.0,0.0,0.68503809524
1597632420.0,0.0,0.0,-0.5137260212,0.0,0.0,0.68503809524
1597632480.0,0.0,0.0,-0.5137260212,0.0,0.0,0.68503809524
1597632540.0,0.0,0.0,-0.5137260212,0.0,0.0,0.68503809524
1597632600.0,0.0,0.0,-0.5137260212,0.0,0.0,0.68503809524
1597632660.0,0.0,0.0,-0.5137260212,0.0,0.0,0.68503809524
1597632720.0,0.0,0.0,-0.5137260212,0.0,0.0,0.68503809524
1597632780.0,0.0,0.0,-0.5137260212,0.0,0.0,0.68503809524
1597632840.0,0.0,0.0,-0.5137260212,0.0,0.0,0.68503809524
1597632900.0,0.0,0.0,-0.5137260212,0.0,0.0,0.68503809524
1597632960.0,0.0,0.0,-0.5137260212,0.0,0.0,0.68503809524
1597633020.0,0.0,0.0,-0.5137260212,0.0,0.0,0.68503809524
1597633080.0,0.0,0.0,-0.5137260212,0.0,0.0,0.68503809524
1597633140.0,0.0,0.0,-0.5137260212,0.0,0.0,0.68503809524
1597633200.0,0.0,0.0,-0.50407990287,0.0,0.0,0.58034285714
1597633260.0,0.0,0.0,-0.50407990287,0.0,0.0,0.58034285714
1597633320.0,0.0,0.0,-0.50407990287,0.0,0.0,0.58034285714
1597633380.0,0.0,0.0,-0.50407990287,0.0,0.0,0.58034285714
1597633440.0,0.0,0.0,-0.50407990287,0.0,0.0,0.58034285714
1597633500.0,0.0,0.0,-0.50407990287,0.0,0.0,0.58034285714
1597633560.0,0.0,0.0,-0.50407990287,0.0,0.0,0.58034285714
1597633620.0,0.0,0.0,-0.50407990287,0.0,0.0,0.58034285714
1597633680.0,0.0,0.0,-0.50407990287,0.0,0.0,0.58034285714
1597633740.0,0.0,0.0,-0.50407990287,0.0,0.0,0.58034285714
1597633800.0,0.0,0.0,-0.50407990287,0.0,0.0,0.58034285714
1597633860.0,0.0,0.0,-0.50407990287,0.0,0.0,0.58034285714
1597633920.0,0.0,0.0,-0.50407990287,0.0,0.0,0.58034285714
1597633980.0,0.0,0.0,-0.50407990287,0.0,0.0,0.58034285714
1597634040.0,0.0,0.0,-0.50407990287,0.0,0.0,0.58034285714
1597634100.0,0.0,0.0,-0.50407990287,0.0,0.0,0.63531428571
1597634160.0,0.0,0.0,-0.50407990287,0.0,0.0,0.63531428571
1597634220.0,0.0,0.0,-0.50407990287,0.0,0.0,0.63531428571
1597634280.0,0.0,0.0,-0.50407990287,0.0,0.0,0.63531428571
1597634340.0,0.0,0.0,-0.50407990287,0.0,0.0,0.63531428571
1597634400.0,0.0,0.0,-0.50407990287,0.0,0.0,0.63531428571
1597634460.0,0.0,0.0,-0.50407990287,0.0,0.0,0.63531428571
1597634520.0,0.0,0.0,-0.50407990287,0.0,0.0,0.63531428571
1597634580.0,0.0,0.0,-0.50407990287,0.0,0.0,0.63531428571
1597634640.0,0.0,0.0,-0.50407990287,0.0,0.0,0.63531428571
1597634700.0,0.0,0.0,-0.50407990287,0.0,0.0,0.63531428571
1597634760.0,0.0,0.0,-0.50407990287,0.0,0.0,0.63531428571
1597634820.0,0.0,0.0,-0.50407990287,0.0,0.0,0.63531428571
1597634880.0,0.0,0.0,-0.50407990287,0.0,0.0,0.63531428571
1597634940.0,0.0,0.0,-0.50407990287,0.0,0.0,0.63531428571
1597635000.0,0.0,0.0,-0.49284228367,0.0,0.0,0.61906666667
1597635060.0,0.0,0.0,-0.49284228367,0.0,0.0,0.61906666667
1597635120.0,0.0,0.0,-0.49284228367,0.0,0.0,0.61906666667
1597635180.0,0.0,0.0,-0.49284228367,0.0,0.0,0.61906666667
1597635240.0,0.0,0.0,-0.49284228367,0.0,0.0,0.61906666667
1597635300.0,0.0,0.0,-0.49284228367,0.0,0.0,0.61906666667
1597635360.0,0.0,0.0,-0.49284228367,0.0,0.0,0.61906666667
1597635420.0,0.0,0.0,-0.49284228367,0.0,0.0,0.61906666667
1597635480.0,0.0,0.0,-0.49284228367,0.0,0.0,0.61906666667
1597635540.0,0.0,0.0,-0.49284228367,0.0,0.0,0.61906666667
1597635600.0,0.0,0.0,-0.49284228367,0.0,0.0,0.61906666667
1597635660.0,0.0,0.0,-0.49284228367,0.0,0.0,0.61906666667
1597635720.0,0.0,0.0,-0.49284228367,0.0,0.0,0.61906666667
1597635780.0,0.0,0.0,-0.49284228367,0.0,0.0,0.61906666667
1597635840.0,0.0,0.0,-0.49284228367,0.0,0.0,0.61906666667
1597635900.0,0.0,0.0,-0.48232824687,0.0,0.0,0.61466666667
1597635960.0,0.0,0.0,-0.48232824687,0.0,0.0,0.61466666667
1597636020.0,0.0,0.0,-0.48232824687,0.0,0.0,0.61466666667
1597636080.0,0.0,0.0,-0.48232824687,0.0,0.0,0.61466666667
1597636140.0,0.0,0.0,-0.48232824687,0.0,0.0,0.61466666667
1597636200.0,0.0,0.0,-0.48232824687,0.0,0.0,0.61466666667
1597636260.0,0.0,0.0,-0.48232824687,0.0,0.0,0.61466666667
1597636320.0,0.0,0.0,-0.48232824687,0.0,0.0,0.61466666667
1597636380.0,0.0,0.0,-0.48232824687,0.0,0.0,0.61466666667
1597636440.0,0.0,0.0,-0.48232824687,0.0,0.0,0.61466666667
1597636500.0,0.0,0.0,-0.48232824687,0.0,0.0,0.61466666667
1597636560.0,0.0,0.0,-0.48232824687,0.0,0.0,0.61466666667
1597636620.0,0.0,0.0,-0.48232824687,0.0,0.0,0.61466666667
1597636680.0,0.0,0.0,-0.48232824687,0.0,0.0,0.61466666667
1597636740.0,0.0,0.0,-0.48232824687,0.0,0.0,0.61466666667
1597636800.0,0.0,0.0,-0.47254933645,0.0,0.0,0.60855238095
1597636860.0,0.0,0.0,-0.47254933645,0.0,0.0,0.60855238095
1597636920.0,0.0,0.0,-0.47254933645,0.0,0.0,0.60855238095
1597636980.0,0.0,0.0,-0.47254933645,0.0,0.0,0.60855238095
1597637040.0,0.0,0.0,-0.47254933645,0.0,0.0,0.60855238095
1597637100.0,0.0,0.0,-0.47254933645,0.0,0.0,0.60855238095
1597637160.0,0.0,0.0,-0.47254933645,0.0,0.0,0.60855238095
1597637220.0,0.0,0.0,-0.47254933645,0.0,0.0,0.60855238095
1597637280.0,0.0,0.0,-0.47254933645,0.0,0.0,0.60855238095
1597637340.0,0.0,0.0,-0.47254933645,0.0,0.0,0.60855238095
1597637400.0,0.0,0.0,-0.47254933645,0.0,0.0,0.60855238095
1597637460.0,0.0,0.0,-0.47254933645,0.0,0.0,0.60855238095
1597637520.0,0.0,0.0,-0.47254933645,0.0,0.0,0.60855238095
1597637580.0,0.0,0.0,-0.47254933645,0.0,0.0,0.60855238095
1597637640.0,0.0,0.0,-0.47254933645,0.0,0.0,0.60855238095
1597637700.0,0.0,0.0,-0.46337672878,0.0,0.0,0.64513333333
1597637760.0,0.0,0.0,-0.46337672878,0.0,0.0,0.64513333333
1597637820.0,0.0,0.0,-0.46337672878,0.0,0.0,0.64513333333
1597637880.0,0.0,0.0,-0.46337672878,0.0,0.0,0.64513333333
1597637940.0,0.0,0.0,-0.46337672878,0.0,0.0,0.64513333333
1597638000.0,0.0,0.0,-0.46337672878,0.0,0.0,0.64513333333
1597638060.0,0.0,0.0,-0.46337672878,0.0,0.0,0.64513333333
1597638120.0,0.0,0.0,-0.46337672878,0.0,0.0,0.64513333333
1597638180.0,0.0,0.0,-0.46337672878,0.0,0.0,0.64513333333
1597638240.0,0.0,0.0,-0.46337672878,0.0,0.0,0.64513333333
1597638300.0,0.0,0.0,-0.46337672878,0.0,0.0,0.64513333333
1597638360.0,0.0,0.0,-0.46337672878,0.0,0.0,0.64513333333
1597638420.0,0.0,0.0,-0.46337672878,0.0,0.0,0.64513333333
1597638480.0,0.0,0.0,-0.46337672878,0.0,0.0,0.64513333333
1597638540.0,0.0,0.0,-0.46337672878,0.0,0.0,0.64513333333
1597638600.0,0.0,0.0,-0.45464565438,0.0,0.0,0.52886666667
1597638660.0,0.0,0.0,-0.45464565438,0.0,0.0,0.52886666667
1597638720.0,0.0,0.0,-0.45464565438,0.0,0.0,0.52886666667
1597638780.0,0.0,0.0,-0.45464565438,0.0,0.0,0.52886666667
1597638840.0,0.0,0.0,-0.45464565438,0.0,0.0,0.52886666667
1597638900.0,0.0,0.0,-0.45464565438,0.0,0.0,0.52886666667
1597638960.0,0.0,0.0,-0.45464565438,0.0,0.0,0.52886666667
1597639020.0,0.0,0.0,-0.45464565438,0.0,0.0,0.52886666667
1597639080.0,0.0,0.0,-0.45464565438,0.0,0.0,0.52886666667
1597639140.0,0.0,0.0,-0.45464565438,0.0,0.0,0.52886666667
1597639200.0,0.0,0.0,-0.45464565438,0.0,0.0,0.52886666667
1597639260.0,0.0,0.0,-0.45464565438,0.0,0.0,0.52886666667
1597639320.0,0.0,0.0,-0.45464565438,0.0,0.0,0.52886666667
1597639380.0,0.0,0.0,-0.45464565438,0.0,0.0,0.52886666667
1597639440.0,0.0,0.0,-0.45464565438,0.0,0.0,0.52886666667
1597639500.0,0.0,0.0,-0.44618692997,0.0,0.0,0.55427619048
1597639560.0,0.0,0.0,-0.44618692997,0.0,0.0,0.55427619048
1597639620.0,0.0,0.0,-0.44618692997,0.0,0.0,0.55427619048
1597639680.0,0.0,0.0,-0.44618692997,0.0,0.0,0.55427619048
1597639740.0,0.0,0.0,-0.44618692997,0.0,0.0,0.55427619048
1597639800.0,0.0,0.0,-0.44618692997,0.0,0.0,0.55427619048
1597639860.0,0.0,0.0,-0.44618692997,0.0,0.0,0.55427619048
1597639920.0,0.0,0.0,-0.44618692997,0.0,0.0,0.55427619048
1597639980.0,0.0,0.0,-0.44618692997,0.0,0.0,0.55427619048
1597640040.0,0.0,0.0,-0.44618692997,0.0,0.0,0.55427619048
1597640100.0,0.0,0.0,-0.44618692997,0.0,0.0,0.55427619048
1597640160.0,0.0,0.0,-0.44618692997,0.0,0.0,0.55427619048
1597640220.0,0.0,0.0,-0.44618692997,0.0,0.0,0.55427619048
1597640280.0,0.0,0.0,-0.44618692997,0.0,0.0,0.55427619048
1597640340.0,0.0,0.0,-0.44618692997,0.0,0.0,0.55427619048
1597640400.0,0.0,0.0,-0.4378383098,0.0,0.0,0.66626666667
1597640460.0,0.0,0.0,-0.4378383098,0.0,0.0,0.66626666667
1597640520.0,0.0,0.0,-0.4378383098,0.0,0.0,0.66626666667
1597640580.0,0.0,0.0,-0.4378383098,0.0,0.0,0.66626666667
